Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club
4000,600000,M. Calzada,27,Uruguay,65,66,Arsenal de Sarandí
3000,325000,D. Carney,33,Australia,65,65,Sydney FC
3000,575000,Ayala,24,Spain,65,68,Sint-Truidense VV
2000,575000,E. Miller,24,United States,65,69,Colorado Rapids
15000,1100000,B. Woodburn,17,Wales,65,85,Liverpool
2000,525000,Y. Maruhashi,26,Japan,65,66,Cerezo Osaka
2000,525000,P. Larsen,28,Norway,65,65,SK Brann
5000,725000,D. Amankwaa,23,Denmark,65,70,FC København
3000,450000,S. Bali_,27,Montenegro,65,65,Zag__bie Lubin
5000,750000,R. Framberger,21,Germany,65,75,FC Augsburg
13000,775000,C. Long,22,England,65,72,Northampton Town
2000,375000,M. Chemin,31,France,65,65,US Orléans Loiret Football
2000,300000,N. Sakemoto,32,Japan,65,65,Cerezo Osaka
1000,625000,K. Haraldseid,23,Norway,65,71,FK Haugesund
3000,500000,J. Blomberg,30,Sweden,65,65,AIK Solna
1000,575000,Y. Mena,27,Colombia,65,65,Atlético Huila
3000,925000,J. Komar,20,Argentina,65,78,Talleres de Cordoba
1000,600000,O. Tapiano,25,Chile,65,65,Club de Deportes Temuco
6000,825000,R. Manning,21,Republic of Ireland,65,74,Queens Park Rangers
7000,800000,M. Honsak,20,Austria,65,73,SCR Altach
3000,625000,Rodrigo,24,Brazil,65,71,CD Aves
3000,500000,C. Ribeiro,27,Wales,65,66,Oxford United
1000,575000,T. Rühle,26,Germany,65,65,SC Preußen Münster
4000,525000,D. Volaš,30,Slovenia,65,65,Sparta Rotterdam
3000,825000,D. Follonier,23,Switzerland,65,74,FC Luzern
2000,550000,A. Ogogo,27,England,65,65,Shrewsbury
2000,550000,Park Soo Chang,28,Korea Republic,65,65,Sangju Sangmu FC
2000,750000,J. Andersen,24,Denmark,65,72,Hammarby IF
1000,400000,E. Ávila,30,Colombia,65,65,Jaguares Fútbol Club
2000,800000,S. Skrabb,22,Finland,65,73,IFK Norrköping
2000,625000,D. Guba,26,Slovakia,65,66,Termalica Bruk-Bet Nieciecza
2000,675000,V. Fabris,24,Italy,65,68,F.B.C. Unione Venezia
3000,500000,L. Neagle,30,United States,65,65,Seattle Sounders FC
7000,625000,A. Al Sulayhim,23,Saudi Arabia,65,70,Al Shabab
8000,850000,M. Alt_nta_,21,Turkey,65,74,Evkur Yeni Malatyaspor
4000,725000,B. Kamau,22,Australia,65,70,Melbourne City
1000,625000,S. Mai,23,Germany,65,70,SC Preußen Münster
4000,375000,E. Birniçan,28,Turkey,65,65,Kasimpa_a SK
2000,675000,O. Banks,24,England,65,68,Oldham Athletic
6000,400000,J. Al Bishi,30,Saudi Arabia,65,65,Al Taawoun
2000,525000,J. Oremo,30,Sweden,65,65,Halmstads BK
2000,525000,S. Bain,25,Scotland,65,71,Dundee FC
2000,750000,A. Razak,24,Ivory Coast,65,72,AFC Eskilstuna
7000,975000,C. Walton,21,England,65,79,Wigan Athletic
1000,850000,C. Donis,22,Greece,65,75,Panathinaikos FC
10000,975000,M. Tounkara,21,Senegal,65,77,Lazio
3000,800000,J. Caenepeel,20,Belgium,65,73,Excelsior
1000,725000,T. Kutumela,23,South Africa,65,69,Orlando Pirates
2000,725000,P. Pomykal,17,United States,65,74,FC Dallas
2000,160000,M. Ligoule,34,France,65,65,US Orléans Loiret Football
4000,575000,E. Brítez,25,Argentina,65,69,Unión de Santa Fe
0,0,C. Bassogog,21,Cameroon,65,72,
2000,550000,N. Gunnarsson,26,Norway,65,68,Djurgårdens IF
1000,350000,C. Valoyes,33,Colombia,65,65,Patriotas Boyacá FC
1000,600000,E. Córdoba,23,Colombia,65,70,Independiente Medellín
3000,700000,Oh Chang Hyeon,25,Korea Republic,65,69,Pohang Steelers
0,0,S. Peña,21,Peru,65,71,
2000,375000,K. Das Neves,31,France,65,65,La Berrichonne de Châteauroux
4000,300000,N. Rni_,32,Serbia,65,65,Wolfsberger AC
3000,425000,A. Ježina,28,Croatia,65,66,Royal Antwerp FC
2000,450000,B. Rymaniak,27,Poland,65,65,Korona Kielce
2000,700000,D. Marsura,23,Italy,65,69,F.B.C. Unione Venezia
4000,775000,D. Poleon,23,England,65,72,Bradford City
4000,825000,H. Fertoli,22,Argentina,65,74,Newell's Old Boys
5000,525000,S. Delikta_,30,Turkey,65,65,Kardemir Karabükspor
2000,450000,Jhonatan,26,Brazil,65,67,Moreirense FC
3000,825000,I. Doumbia,19,Ivory Coast,65,77,SV Zulte-Waregem
5000,400000,L. Wilson,29,England,65,65,Port Vale
4000,625000,S. Limbombe,26,Belgium,65,66,Royal Antwerp FC
3000,575000,F. Sporkslede,23,Netherlands,65,69,NAC Breda
12000,775000,A. Díaz,21,Mexico,65,72,Club América
4000,500000,G. Güzel,30,Turkey,65,65,Medicana Sivasspor
2000,575000,Nuno Tomás,21,Portugal,65,68,CF Os Belenenses
2000,550000,K. Cissé,28,Guinea,65,65,Bari
3000,575000,C. Townsend,24,England,65,69,Scunthorpe United
3000,650000,J. Edwards,26,England,65,67,Walsall
2000,525000,L. Woodberry,26,United States,65,67,New England Revolution
5000,425000,M. Bay_r,28,Turkey,65,65,Osmanl_spor
2000,750000,Frédéric Maciel,23,Portugal,65,71,Moreirense FC
11000,625000,P. Aquino,22,Peru,65,71,Lobos de la BUAP
6000,700000,Javi Jiménez,20,Spain,65,73,Valencia CF
2000,675000,J. Lopy,25,Senegal,65,69,Clermont Foot 63
2000,210000,Kim Chi Woo,33,Korea Republic,65,65,FC Seoul
7000,525000,J. Forte,30,Barbados,65,65,Notts County
2000,875000,F. Aursnes,21,Norway,65,75,Molde FK
4000,525000,K. Finnbogason,30,Iceland,65,65,AC Horsens
5000,675000,Álvaro Arencibia,23,Spain,65,73,UD Las Palmas
10000,350000,A. Legzdins,30,England,65,65,Burnley
3000,550000,H. Hauksson,25,Iceland,65,68,AIK Solna
4000,700000,J. Stojanovi_,25,Serbia,65,69,KV Kortrijk
3000,750000,F. Vanzo,23,Belgium,65,71,Waasland-Beveren
2000,325000,Kim Jae Sung,33,Korea Republic,65,65,Jeonnam Dragons
2000,1200000,Y. Nakasaka,19,Japan,65,79,Vissel Kobe
6000,775000,D. Rose,23,England,65,72,Mansfield Town
3000,700000,S. Asamoah,23,Ghana,65,69,Sint-Truidense VV
8000,800000,H. Choudhury,19,England,65,76,Leicester City
0,0,P. Velasco,24,Ecuador,65,69,
5000,775000,M. Mari_,21,Croatia,65,77,Lillestrøm SK
2000,220000,K. Oi,33,Japan,65,65,Júbilo Iwata
7000,350000,M. Howard,30,England,65,65,Bolton Wanderers
2000,675000,J. Horsfield,21,England,65,73,NAC Breda
2000,550000,Baek Dong Gyu,26,Korea Republic,65,67,Jeju United FC
2000,650000,Wesley,22,Brazil,65,72,Estoril Praia
3000,625000,Felipe,24,Spain,65,71,AD Alcorcón
1000,40000,J. Restrepo,39,Colombia,65,65,Águilas Doradas
3000,500000,P. Míguez,30,Uruguay,65,65,Puebla
1000,525000,R. Córdoba,27,Colombia,65,67,Jaguares Fútbol Club
3000,575000,Ibson Melo,27,Brazil,65,65,CS Marítimo
3000,675000,W. Jordán,26,Colombia,65,67,Grupo Desportivo de Chaves
4000,325000,C. Logan,31,Republic of Ireland,65,65,Mansfield Town
1000,675000,A. Palacios,25,Colombia,65,68,CD America de Cali
3000,825000,Ermel,22,Brazil,65,74,CD Feirense
5000,750000,Robert Costa,23,Spain,65,75,RC Celta de Vigo
1000,375000,P. Tavima,31,Colombia,65,65,Alianza Petrolera
2000,675000,N. Olij,21,Netherlands,65,75,AZ Alkmaar
1000,675000,M. Ogbu,26,Nigeria,65,68,IK Sirius
6000,1000000,D. Burni_,19,Germany,65,79,VfB Stuttgart
9000,975000,M. Terrier,20,France,65,77,RC Strasbourg
2000,675000,S. Rafn,25,Norway,65,68,Lillestrøm SK
2000,40000,P. Santillo,37,Argentina,65,65,Arsenal de Sarandí
5000,750000,J. Bolingi,23,DR Congo,65,71,Royal Excel Mouscron
4000,550000,N. Burns,29,Australia,65,65,Sanfrecce Hiroshima
1000,375000,P. Terracciano,27,Italy,65,65,Empoli
3000,450000,A. Damen,27,Netherlands,65,67,Excelsior
18000,875000,V. Sakor,21,Norway,65,75,IFK Göteborg
4000,625000,C. Luyindama,23,DR Congo,65,70,Standard de Liège
1000,400000,G. Figliomeni,30,Italy,65,65,Foggia
8000,475000,F. Melara,31,Italy,65,65,Benevento Calcio
1000,300000,L. Ochoa,32,Colombia,65,65,Atlético Bucaramanga
12000,1200000,G. Castrovilli,20,Italy,65,79,Cremonese
13000,1000000,A. Maitland-Niles,19,England,65,78,Arsenal
2000,725000,G. Nepomuceno,24,Curacao,65,70,Oldham Athletic
4000,500000,A. Grant,30,England,65,65,Peterborough United
5000,575000,D. McDermott,27,Republic of Ireland,65,65,Swindon Town
3000,575000,C. Evina,25,Cameroon,65,69,Crawley Town
1000,800000,L. Vignali,21,Italy,65,76,La Spezia
3000,775000,E. Löwen,20,Germany,65,75,1. FC Nürnberg
8000,600000,D. Luppi,26,Italy,65,65,Virtus Entella
1000,300000,I. Austbø,32,Norway,65,65,Viking FK
1000,575000,T. Loska,21,Poland,65,72,Górnik Zabrze
5000,750000,S. Rapp,24,Switzerland,65,71,FC Thun
2000,625000,Y. Ahmed,23,Qatar,65,70,C.D. Leonesa S.A.D.
3000,300000,P. Cáceres,32,Uruguay,65,65,Puebla
1000,70000,M. Theo,36,Australia,65,65,Brisbane Roar
2000,475000,R. Meara,26,Republic of Ireland,65,68,New York Red Bulls
4000,800000,F. Soldano,22,Argentina,65,73,Unión de Santa Fe
4000,625000,D. Ball,27,England,65,66,Rotherham United
3000,625000,A. Thompson,24,Northern Ireland,65,71,Bradford City
2000,500000,Lee Myung Joo,27,Korea Republic,65,66,FC Seoul
3000,775000,A. Balboa,23,Uruguay,65,72,Club Atlético Patronato
4000,725000,S. Draži_,24,Serbia,65,69,KV Mechelen
2000,450000,Kim Oh Gyu,28,Korea Republic,65,65,Gangwon FC
0,0,M. Mohsen,28,Egypt,65,65,
1000,475000,E. Kobozev,27,Russia,65,69,Jönköpings Södra IF
2000,525000,R. Gergel,29,Slovakia,65,65,Termalica Bruk-Bet Nieciecza
1000,600000,A. Albech,25,Denmark,65,70,Sarpsborg 08 FF
1000,130000,C. Merville,35,France,65,65,Valenciennes FC
1000,500000,M. Rahn,27,Germany,65,66,Sportfreunde Lotte
3000,725000,Filipe Oliveira,23,Portugal,65,70,CS Marítimo
4000,675000,K. Naismith,25,Scotland,65,68,Portsmouth
7000,800000,M. Romeo,21,Antigua & Barbuda,65,76,Millwall
2000,875000,C. Camps,21,Northern Ireland,65,75,Rochdale
3000,725000,Jesús Areso,17,Spain,65,77,Athletic Club de Bilbao
4000,850000,S. Maguire,23,Republic of Ireland,65,74,Preston North End
4000,650000,E. Bonifacio,23,Argentina,65,72,Gimnasia y Esgrima La Plata
1000,350000,Y. Rokutan,30,Japan,65,65,Shimizu S-Pulse
4000,975000,G. Hein,20,France,65,77,Tours FC
1000,525000,L. Castiglia,28,Italy,65,65,Vercelli
2000,110000,Kwak Tae Hwi,35,Korea Republic,64,64,FC Seoul
2000,950000,Rafa Mújica,18,Spain,64,78,FC Barcelona B
6000,925000,A. Sevinç,18,Turkey,64,78,Trabzonspor
3000,550000,E. Alaffita,20,Mexico,64,71,Necaxa
2000,375000,M. Gostomski,28,Poland,64,65,Korona Kielce
5000,475000,J. Akinde,27,England,64,64,Barnet
3000,220000,D. Kobayashi,34,Japan,64,64,New England Revolution
23000,625000,S. Bytyqi,22,Kosovo,64,71,Manchester City
2000,525000,J. Houwen,21,Netherlands,64,73,Vitesse
3000,625000,G. Villarruel,24,Argentina,64,70,San Martín de San Juan
1000,450000,T. Doyle,25,New Zealand,64,66,Wellington Phoenix
1000,775000,A. Piu,20,Italy,64,75,Empoli
1000,550000,S. Silva,26,Uruguay,64,65,CD America de Cali
6000,325000,N. Mohammed,30,Saudi Arabia,64,64,Al Taawoun
2000,525000,E. Hackman,22,Ghana,64,71,Portimonense SC
2000,300000,M. Fujita,31,Japan,64,64,Sagan Tosu
9000,700000,I. Zhigulev,21,Russia,64,73,FC Krasnodar
2000,300000,D. Trela,27,Poland,64,64,Termalica Bruk-Bet Nieciecza
4000,600000,J. Vitale,21,Argentina,64,73,Unión de Santa Fe
1000,550000,J. Ryerson,19,Norway,64,72,Viking FK
4000,350000,Bernard Vicidal,29,Brazil,64,64,Atlético Clube Goianiense
1000,375000,O. Söderberg,26,Sweden,64,66,Kalmar FF
2000,450000,P. Malarczyk,25,Poland,64,65,Cracovia
1000,675000,V. Bergan,22,Norway,64,75,Odds BK
1000,525000,C. Sinisterra,25,Colombia,64,65,Águilas Doradas
1000,260000,L. Cardoza,32,Colombia,64,64,Deportes Tolima
2000,675000,Choe Jae Hyeon,23,Korea Republic,64,72,Jeonnam Dragons
3000,625000,H. Khaloua,22,Morocco,64,69,UD Almería
3000,700000,H. Kamara,23,France,64,73,Stade de Reims
2000,625000,G. Cotugno,22,Uruguay,64,74,Real Oviedo
4000,975000,K. Soni,19,Cameroon,64,81,Girona CF
2000,600000,Adrián Gómez,23,Spain,64,73,Albacete Balompié
2000,300000,N. Ishikawa,31,Japan,64,64,Hokkaido Consadole Sapporo
2000,575000,M. Bakenga,24,Norway,64,67,Tromsø IL
4000,475000,J. Imbert,27,Argentina,64,64,Chacarita Juniors
2000,375000,K. Oiwa,27,Japan,64,64,Vegalta Sendai
1000,300000,K. Kawata,29,Japan,64,64,Ventforet Kofu
2000,625000,A. Reca,22,Poland,64,70,Wis_a P_ock
1000,600000,B. Morrison,24,Ghana,64,69,Orlando Pirates
1000,475000,B. Rosinger,27,Germany,64,64,Sportfreunde Lotte
2000,700000,Tavares,18,Portugal,64,75,CD Feirense
3000,260000,Molo,32,Spain,64,64,Lorca Deportiva CF
4000,575000,J. Taylor,25,Wales,64,68,Exeter City
2000,525000,L. Marengo,25,Netherlands,64,65,SK Brann
1000,450000,L. Memela,29,South Africa,64,64,Orlando Pirates
1000,190000,M. Pedersen,35,Norway,64,64,Tromsø IL
5000,500000,R. Bennett,25,England,64,68,Mansfield Town
1000,625000,E. Correa,24,Colombia,64,69,Deportes Tolima
1000,525000,M. Somma,22,Italy,64,70,Brescia
2000,575000,S. Steblecki,25,Poland,64,67,Cracovia
3000,550000,F. Strauss,22,Austria,64,71,FC Admira Wacker Mödling
1000,210000,R. Steer,35,Colombia,64,64,Jaguares Fútbol Club
3000,675000,Tocantins,21,Brazil,64,72,Estoril Praia
2000,550000,B. Hines-Ike,22,United States,64,71,Örebro SK
5000,450000,M. Tootle,26,England,64,67,Notts County
8000,875000,F. Onyedinma,20,England,64,77,Millwall
1000,550000,Kim Min Tae,23,Korea Republic,64,71,Hokkaido Consadole Sapporo
3000,600000,A. Forde,23,Republic of Ireland,64,68,Rotherham United
1000,575000,N. Neidhart,22,Germany,64,72,Sportfreunde Lotte
11000,650000,C. Rentería,21,Colombia,64,74,Deportes Tolima
1000,500000,G. Di Lorenzo,23,Italy,64,68,Empoli
3000,525000,Kang Sang Woo,23,Korea Republic,64,70,Pohang Steelers
2000,650000,Gaspar,19,Spain,64,72,UD Almería
6000,425000,L. Walker,29,Gibraltar,64,64,Notts County
10000,600000,A. Palazzi,21,Italy,64,73,Pescara
2000,575000,Kim Dong Min,22,Korea Republic,64,72,Incheon United FC
7000,575000,Y. Belaïli,25,Algeria,64,67,Angers SCO
1000,325000,O. Hansen,30,Norway,64,64,Sarpsborg 08 FF
3000,525000,D. Redmond,26,England,64,65,Hamilton Academical FC
3000,500000,J. Straus,23,Poland,64,69,Sandecja Nowy S_cz
2000,425000,Luís Ribeiro,25,Portugal,64,68,Estoril Praia
8000,825000,J. Wildsmith,21,England,64,78,Sheffield Wednesday
1000,400000,J. Núñez,31,Colombia,64,64,Deportivo Pasto
1000,525000,A. Sorge,24,Germany,64,70,FSV Zwickau
3000,900000,G. Chakvetadze,17,Georgia,64,82,KAA Gent
11000,450000,J. Haugaard,25,Denmark,64,70,Stoke City
2000,575000,F. Nicastro,25,Italy,64,67,Foggia
1000,375000,S. O'Donnell,31,Republic of Ireland,64,64,Dundalk
5000,210000,S. Ameobi,35,Nigeria,64,64,Notts County
2000,500000,M. Murillo,21,Panama,64,69,New York Red Bulls
1000,400000,M. Ziemer,31,Germany,64,64,Hansa Rostock
3000,550000,A. Sarcevic,25,England,64,67,Plymouth Argyle
1000,575000,F. Ardizzone,25,Italy,64,68,Virtus Entella
8000,650000,I. Vassell,23,England,64,71,Birmingham City
1000,500000,D. Adorni,24,Italy,64,68,Cittadella
2000,575000,T. Lehne Olsen,26,Norway,64,67,Tromsø IL
2000,100000,S. Hammell,35,Scotland,64,64,Motherwell
1000,260000,N. Kato,32,Japan,64,64,Omiya Ardija
2000,300000,S. Morishita,31,Japan,64,64,Júbilo Iwata
3000,350000,L. Broxham,29,Australia,64,64,Melbourne Victory
2000,475000,N. Canavan,26,Republic of Ireland,64,68,Rochdale
1000,575000,M. Ødegaard,24,Norway,64,72,Tromsø IL
3000,625000,A. Escoto,24,Mexico,64,69,Lobos de la BUAP
2000,550000,T. Tomiyama,26,Japan,64,65,Albirex Niigata
5000,425000,Luís Leal,30,São Tomé & Príncipe,64,64,Newell's Old Boys
1000,800000,Miranda,17,Spain,64,79,FC Barcelona B
1000,475000,C. Bieber,27,Germany,64,64,Rot-Weiß Erfurt
1000,550000,T. Thiele,25,Germany,64,66,FC Carl Zeiss Jena
2000,475000,O. Rindarøy,22,Norway,64,67,Sogndal
0,0,E. Mabouka,29,Cameroon,64,64,
6000,450000,E. Orrantía,26,Mexico,64,66,Club América
2000,550000,M. Boyle,24,Scotland,64,65,Hibernian
2000,500000,E. Velasco,25,Colombia,64,69,Atletico Nacional Medellin
1000,525000,G. Zampano,23,Italy,64,70,F.B.C. Unione Venezia
13000,875000,R. Poole,19,Wales,64,79,Northampton Town
1000,750000,M. Konyk,19,Argentina,64,77,Sevilla Atlético
11000,180000,T. Berni,34,Italy,64,64,Inter
8000,675000,R. Kouamé,20,Mali,64,75,LOSC Lille
2000,400000,F. Torgnascioli,26,Uruguay,64,68,Lorca Deportiva CF
5000,475000,J. Sylvestr,28,Slovakia,64,64,Aalborg BK
1000,525000,O. Schnitzler,21,Germany,64,73,Hallescher FC
4000,500000,P. Da Silva,22,Denmark,64,69,FC Nordsjælland
6000,500000,Claudio Mouria,25,Brazil,64,64,Coritiba Foot Ball Club
1000,575000,I. Pettersson,20,Sweden,64,74,Halmstads BK
2000,625000,A. Gero,23,Nigeria,64,69,Östersunds FK
2000,425000,M. Lund Nielsen,29,Denmark,64,64,Sarpsborg 08 FF
3000,650000,M. Clayton,22,England,64,71,Blackpool
3000,525000,D. Mikanovi_,23,Croatia,64,70,Aarhus GF
5000,425000,R. López,30,United States,64,64,Deportivo Toluca
2000,375000,E. Grendel,28,Slovakia,64,64,Górnik Zabrze
2000,140000,B. Wilson,34,England,64,64,Oldham Athletic
3000,475000,F. Milo,25,Argentina,64,68,Arsenal de Sarandí
1000,650000,A. Kreši_,21,Italy,64,74,Avellino
7000,600000,L. Šimi_,20,Croatia,64,73,Empoli
3000,675000,A. Babacan,19,Turkey,64,76,Akhisar Belediyespor
1000,475000,M. Trapp,25,Germany,64,67,Chemnitzer FC
4000,500000,E. Ataseven,24,Turkey,64,69,Akhisar Belediyespor
1000,425000,Y. Angulo,30,Colombia,64,64,Independiente Medellín
5000,575000,Pak Kwang Ryong,24,Korea DPR,64,67,SKN St. Pölten
2000,550000,J. Nolan,25,England,64,67,Shrewsbury
4000,475000,I. Rivero,25,Uruguay,64,68,Defensa y Justicia
2000,400000,Y. Tanaka,31,Japan,64,64,Ventforet Kofu
3000,450000,Víctor Díaz,26,Spain,64,67,C.D. Leonesa S.A.D.
1000,575000,M. Álvarez,25,Germany,64,67,VfL Osnabrück
1000,725000,L. Rose,20,Australia,64,76,Central Coast Mariners
2000,525000,A. Fukuta,25,Japan,64,65,Sagan Tosu
4000,325000,P. Kristensen,30,Denmark,64,64,Aalborg BK
1000,500000,R. Lopes,25,Republic of Ireland,64,68,Shamrock Rovers
3000,525000,P. Tuszy_ski,27,Poland,64,65,Zag__bie Lubin
3000,475000,L. Mancinelli,27,Argentina,64,64,Bahía Blanca
8000,775000,B. Thompson,21,England,64,75,Millwall
12000,1000000,D. Agyei,20,England,64,78,Walsall
4000,975000,B. Stevenson,20,England,64,79,Coventry City
6000,875000,Z. Youssouf,17,France,64,79,Girondins de Bordeaux
2000,450000,N. Fofana,27,France,64,66,La Berrichonne de Châteauroux
11000,450000,A. Al Dawsari,28,Saudi Arabia,64,64,Al Hilal
8000,160000,A. Wilbraham,37,England,64,64,Bolton Wanderers
4000,750000,R. Mmaee,20,Morocco,64,74,Waasland-Beveren
4000,575000,S. Inagaki,25,Japan,64,68,Sanfrecce Hiroshima
1000,675000,C. Morra,22,Italy,64,72,Vercelli
7000,825000,A. Seydel,21,Germany,64,76,Holstein Kiel
6000,550000,J. Bowery,25,England,64,66,Crewe Alexandra
2000,350000,T. Eriksson,32,Sweden,64,64,Kalmar FF
2000,270000,J. Young,31,England,64,64,Brisbane Roar
2000,325000,Ricardo Moura,28,Portugal,64,64,Tondela
2000,600000,A. Pierre,24,Grenada,64,73,Northampton Town
2000,110000,B. Roche,35,Republic of Ireland,64,64,Morecambe
3000,450000,D. Koukou,26,Benin,64,66,RC Lens
2000,525000,R. Sánchez,23,Mexico,64,73,Chicago Fire Soccer Club
2000,180000,J. McPake,33,Northern Ireland,64,64,Dundee FC
6000,975000,B. Tekpetey,19,Ghana,64,80,SCR Altach
2000,400000,G. Woods,27,England,64,68,Hamilton Academical FC
3000,600000,D. Parrett,25,England,64,69,AFC Wimbledon
7000,975000,D. Brooks,19,Wales,64,81,Sheffield United
3000,675000,B. Borrello,21,Australia,64,72,1. FC Kaiserslautern
1000,675000,O. Albornoz,21,Colombia,64,75,Deportes Tolima
4000,650000,Julen López,21,Spain,64,74,SD Eibar
1000,600000,Y. Thermann,23,Germany,64,70,SG Sonnenhof Großaspach
4000,500000,M. Harriman,24,Republic of Ireland,64,69,Wycombe Wanderers
3000,475000,A. Wenger,26,United States,64,64,Houston Dynamo
2000,575000,Song Seung Min,25,Korea Republic,64,67,GwangJu FC
7000,290000,B. Alnwick,30,England,64,64,Bolton Wanderers
5000,450000,Joaninho Chagas,29,Brazil,64,64,Avaí Futebol Clube
3000,625000,M. Lalkovi_,24,Slovakia,64,70,Portsmouth
2000,300000,Éder Lima,31,Brazil,64,64,Ventforet Kofu
7000,290000,A. Jaakkola,30,Finland,64,64,Reading
6000,575000,P. Prosenik,24,Austria,64,67,SK Rapid Wien
2000,425000,B. Diallo,26,France,64,65,LA Galaxy
4000,550000,E. Hooi,25,Curacao,64,66,ADO Den Haag
4000,500000,K. Pedersen,24,Denmark,64,69,Aalborg BK
2000,325000,S. Chéré,30,France,64,64,Bourg en Bresse Péronnas 01
4000,625000,J. Menéndez,23,Argentina,64,71,Talleres de Cordoba
1000,450000,S. Palermo,28,Italy,64,64,Virtus Entella
6000,425000,J. Bond,24,England,64,69,Peterborough United
2000,475000,J. Riley,25,England,64,67,Shrewsbury
5000,450000,Mairdel Sampaio,29,Brazil,64,64,Associação Atlética Ponte Preta
4000,625000,J. Arias,24,Uruguay,64,70,Talleres de Cordoba
4000,550000,H. Akpan,25,Nigeria,64,66,Burton Albion
4000,400000,Túlio Changas,25,Brazil,64,64,Associação Chapecoense de Futebol
2000,950000,You Ju An,18,Korea Republic,64,81,Suwon Samsung Bluewings
2000,400000,Ricardo Fernandes,22,Portugal,64,67,CF Os Belenenses
2000,550000,R. Jenkins,26,England,64,67,Viking FK
1000,625000,K. Rendón,24,Colombia,64,71,Patriotas Boyacá FC
5000,425000,M. Levashov,25,Russia,64,68,Arsenal Tula
3000,30000,D. Albil,37,Argentina,64,64,Independiente
10000,675000,G. Felicioli,19,Italy,64,76,Hellas Verona
2000,550000,S. Rudol,22,Poland,64,71,Pogo_ Szczecin
2000,725000,Juanje,22,Spain,64,74,Sevilla Atlético
2000,575000,H. Matynia,21,Poland,64,72,Pogo_ Szczecin
3000,140000,M. Thwaite,34,Australia,64,64,Western Sydney Wanderers
5000,775000,E. Rolón,22,Argentina,64,77,Málaga CF
1000,525000,A. Nilsson,26,Sweden,64,65,IK Sirius
2000,975000,Edu Cortina,20,Spain,64,79,Real Oviedo
5000,525000,D. Hofbauer,26,Austria,64,65,SKN St. Pölten
3000,550000,J. McInerney,24,United States,64,65,LA Galaxy
