,Episode,Line,Character,Dialogue,Action
19999,127,19,finn,[' Hello? Oh! Is that the machine part that I ordered?'],"Dressed up as a lady, Finn opens the fake door, feminine voice"
20001,127,21,finn, Ac-cept-tance.,Writing on the clipboard using a dust-cleaner
20061,127,81,finn," What, a jerk?",
20063,127,83,finn,,Changes an engine's position inside a suitcase
20066,127,86,finn, Now that's a time machine.,
20090,128,0,finn," O-ho-ho, was it? Then how do you explain tomorrow's newspaper?",
20092,128,2,finn, SLAM!,
20095,128,5,finn, That book is above your level.,
20098,128,8,finn, None of your business!,
20100,128,10,finn,"  Heh, if you're buying.",
20103,128,13,finn,  Hey!,
20118,128,28,finn,  LSP! Who robbed you?,
20122,128,32,finn,  Jake. A crime has been committed. We must find the criminal.,
20124,128,34,finn,[' And retrieve whatever it is that was stolen from Lumpy Space Princess.'],looks up
20127,128,37,finn,"  Clues, clues, clues.",
20129,128,39,finn,  What's that? I can't see it.,
20131,128,41,finn,"  There's something in her hand! ,  A key! A key to...what? Three zero three. Hmm.",picks it up
20134,128,44,finn,"  Ah! ,  Looks like we've got our first lead!",the key says 'The Coolest Hotel' with a picture of said hotel.
20136,128,46,finn,"  Hmm. Find anything, Jake?",
20138,128,48,finn," Same here. BMO. ,  Start marking evidence.","shining flashlight on can., BMO pops out of Finn's backpack."
20142,128,52,finn,  Hmm.,
20144,128,54,finn," Dude, check this! ,  Is this blood?","Finn lifts a wooden log and finds a red substance., Jake walks over."
20147,128,57,finn,"  Hmm. LSP's injuries were 100 percent emotional. So it has to belong to Pete Sa-something. BMO, take a sample and do a full blood analysis. ,  The works. ,  Hey, if that guy cut himself during the robbery, he might have gone somewhere to buy a mini adhesive bandage. There's a drugstore across the street!","in a Jersey accent, in normal accent"
20149,128,59,finn,  Woah!,
20152,128,62,finn,"["" I'm Finn. This is my partner, Jake. ""]","Finn comes up from under the counter, pushing the customer out of the way., Finn pulls up Jake who is in the form of a police badge."
20155,128,65,finn,"  I guess not. Fair dues. C'mon, Jake.",
20157,128,67,finn,"  Ma'am, can you give us a name?",
20160,128,70,finn,  Did you catch which way he was going?,
20164,128,74,finn," Nope. ,  Nobody's suspicious here. Just a load of decent law-abiding folk. ,  What the-?! Jake! What's with all the turning into stuff today?","sighs, Camera angle changes so we can see what Finn sees through the binoculars., Jake pushes binoculars away from Finn's eyes."
20166,128,76,finn,"  Let's book him, son.",
20168,128,78,finn,"["" Stop right there! What's under that skeezy trenchcoat ya-""]",at the man
20171,128,81,finn,"  Oh, guys, he's getting away!",
20176,128,86,finn,[' Ugh. We lost him.'],looking at train
20178,128,88,finn,  Ugh! It's too far ahead! We'll never catch it.,
20180,128,90,finn,  Sweet thinkin'.,
20184,128,94,finn,  Are you Pete Sassafras?,
20189,128,99,finn,  Cuff 'em.,
20194,128,104,finn,"  Look, you can cut the act and drop the sass, Sassafras. We've got an eye-witness and your blood at the scene of the crime.",
20196,128,106,finn,"  Roll the dice, you pay the price.",
20204,128,114,finn,[' We deserve donuts.'],sighs
20210,128,120,finn,"  Man, we didn't just crack that case, we crunched it! Crumbled it!",
20212,128,122,finn,"["" Call me crazy, but I was thinking maybe we should actually become detectives. Like, as a job! When we were out on the streets back there, getting those leads, busting that perp, it just felt so...I don't know...right.""]",sighs
20214,128,124,finn,"[' Aw, dude. ']","Finn looks inside his donut bag for another donut. He pulls out a yellow one that turns out to be Jake. He starts to bite it, and then takes it out of his mouth., Finn is shown sitting on the street with Jake in his hands."
20217,128,127,finn,"  Oh hey, BMO. What's going on?",
20219,128,129,finn,  Nice!,
20221,128,131,finn,"  It's Pete Sassafras's blood, right?",
20225,128,135,finn,"  Hmm... ,  Oh my mind! LSP wasn't trying to say ""Pete Sa-something""; she was trying to say ""Pizza something!""","As Finn is thinking, Jake turns into a smoking pipe and climbs up Finn. He puts himself in Finn's mouth like Finn is smoking, reminiscent of Sherlock Holmes. A translucent LSP flies across the screen saying ""Pete...sass"" over and over."
20227,128,137,finn,[' Unless it was delivered.'],snaps his fingers
20231,128,141,finn,  Where's the delivery guy?!,
20235,128,145,finn,[' LSP could be in danger!'],gasps and screams
20237,128,147,finn,  Phone?,
20239,128,149,finn,"["" Princess! Have some Banana Guards outside of LSP's hospital room!""]","Gasping, Finn grabs the phone. He makes sounds like he is typing in a number. He somehow makes a call to Princess Bubblegum without pressing anything."
20241,128,151,finn,  LSP could be in danger!,
20243,128,153,finn,[' OH MY JAM!!!'],screaming
20251,128,161,finn,"  LSP, what is going on? You said he stole something from you.",
20254,128,164,finn,"  Hurry up, dude!",
20256,128,166,finn,  Right.,
20259,128,169,finn,"  Shh. Go, go!",
20284,129,23,finn, How is he?,
20288,129,27,finn," Yeah, prubs, give him the mediçon.",
20295,129,34,finn," Nope. ""Wizards only.""",
20297,129,36,finn," Trespassers get killed mad quick, like zap-zap.",
20299,129,38,finn, Let's stay home. Just kidding.,
20303,129,42,finn, This is it?,
20305,129,44,finn," Well, what's with the wall?",
20307,129,46,finn, What's over there?,
20309,129,48,finn," But we can trick it, right?",
20311,129,50,finn," Don't know, man. I give up.",
20313,129,52,finn," Yeah, I'm no good at this! ,  Unh! Oof!",Finn walks away from wall. He suddenly turns around and runs head first into the wall.
20325,129,64,finn," Whoa. ,  Powerful magicks.",The wall of rock fades away and reveals Wizard City behind it.
20334,129,73,finn," ""Entanglement"" is a spell where you get trapped in tree roots, and sometimes they spike out and hook your flesh, and you got to be like, ""My body is clay, my spirit feels no pain."" Then you chop your way out and kill the wizard!",
20336,129,75,finn,"  These signs are weird. Let's ask somebody. Hey, dudes. ,  Yo, where's the--",Finn walks over to talk to a group of wizard policemen he's spotted.
20338,129,77,finn, Yeesh. Okay. Who are these guys?,
20346,129,85,finn," Oh, my shrah!",
20348,129,87,finn," You saw that, right?",
20367,129,106,finn,"  No, wait!",
20371,129,110,finn,"[' Hey, Jake?']",while running:
20373,129,112,finn,  Is PB straight-up naked right now?,
20380,129,119,finn,"  Dude, it's me, Finn! Quick, let us in!",
20383,129,122,finn,"  Come on, man!",
20385,129,124,finn,"[' Come on, come on, come on, come on.']","while pushing Abracadaniel, Princess Bubblegum and Jake inside the secret door"
20396,129,135,finn,  Just let us rest for a bit.,
20406,129,145,finn,  Shush!,
20430,129,169,finn,  Ugh! That's sick!,
20432,129,171,finn,  Ugh!,
20435,129,174,finn," I got traumatized by those underpanties. ,  This sucks.","screaming into pillow, sighs"
20437,129,176,finn,"[' Hey, PB, are you okay?']",Finn puts his head out of the cell door in between the bars.
20443,129,182,finn,  PB! Over here! ,Finn motions Princess Bubblegum over to his and Jake's table. Princess Bubblegum smiles at them as Abracadaniel puts his leg out to trip her. She falls over and grunts.
20444,129,183,finn,  Whoa! ,The prisoners scream in shock. Finn and Jake get up and Finn slams his food down.
20447,129,186,finn,  What?! Are you two crazy?!,
20450,129,189,finn,"  Jake, we have to do something!",
20452,129,191,finn,  We need to get out of this.,
20454,129,193,finn," All this for a cold spell. ,  What the-? Ice? ,  Hmm.","looking at the bottle, He opens the bottle, which releases a blue, icy vapor., He closes the bottle."
20459,129,198,finn,  Peebs! Incoming! ,Finn throws the cold spell at Princess Bubblegum.
20461,129,200,finn,"  It's a cold spell, not a cold spell.",
20464,129,203,finn,  Get down! ,Scene changes to after the entire cafeteria is completely covered in ice. Jake has protected Finn and Princess Bubblegum by turning into an igloo. He morphs back into a dog form.
20465,129,204,finn,"  Your magicks are powerful, PB.",
20468,129,207,finn,  Poor Starchie. All that trouble and we couldn't get any magic for him.,
20479,130,2,finn,"  Yup! Yeah, totally stuck that landing!",
20481,130,4,finn,"  Man, it's been so long since I've worn the Jakesuit. I forgot how awesome your bod is, bro. Stretchy-arm power! ,  I feel unstoppable! ,  Bam! And I don't even feel it! ,  BMO, throw your plate at me!","Finn uses Jake's stretchy arms to grape a can of grape soda. He drinks it and crushes the can on Jake's muzzle., Finn jumps over and crushes a stack of wooden logs, leaving splinters in Jake, Jake cringes., Finn jumps over to BMO."
20483,130,6,finn,"  Yeah, BMO, show me the stuff, keep it coming! ,  Yeah, BMO, unleash the beast!",BMO throws the rest of his tea at Jake's stomach.
20485,130,8,finn,"  Come on, BMO, bring it, that's nothing! ,  You're weak, BMO!","BMO starts scratching Jake's leg., yells"
20487,130,10,finn,"  You OK, BMO?",
20489,130,12,finn,  That's right!,
20491,130,14,finn,"  Dog, the Jakesuit is mad strong! This junk could protect me from anything!",
20493,130,16,finn,  Septuple flip off the tree house! ,Finn jumps off of Tree Fort.
20496,130,19,finn,  Ride 'em cowboy! Woo!,
20500,130,23,finn,  Why didn't you stop me?,
20502,130,25,finn,"  C'mon bro, taking pain is easy. You just have to imagine that every bruise is a hickey from the Universe. And everyone wants to get with the Universe. ",raises eyebrows up and down
20504,130,27,finn,  I bet I would be saying that nonsense.,
20506,130,29,finn,"  Do it bro, get in here!",
20511,130,34,finn,"[' Man, are you kidding?']",laughs
20514,130,37,finn,"  You have to like, punch me in the face.",
20516,130,39,finn,"  Dude, I'm graceful. Mom raised me graceful.",
20518,130,41,finn,"[' Dude, what the Bjork?']",laughs
20521,130,44,finn,"  Uh, Jake, what are you doing?",
20523,130,46,finn,"  Dude, come on, don't do this.",
20529,130,52,finn,  I don't know. A couple hours,
20531,130,54,finn,"  It's actually not that bad. There's a bunch where he knows he's dreaming. Here, let me read you a little. ,  ""So I said to the first guy, if everyone in my dream is me, then you are me. And he said, I am who? And I said, me. And he said, who is me? And I said, you. ,  And he said, what about you? And I said, no you!"" ,  It's like he's trying to solve a mystery that doesn't exist! You want me to keep going?","reading off page, Jake sighs and flops down in exasperation., stops reading"
20533,130,56,finn,"  Yeah, I'm hungry too. How about a truce while you go make us some lunch?",
20535,130,58,finn,"  You know, you could use the opportunity of cooking me food to mess with me.",
20537,130,60,finn,"  Yeah? ,  Uh-oh. Oh, look out, you gonna make me something gross? Soemthing spicy? You know I can take it! ","Jake laughs evilly., Jake blindfolds Finn while BMO is dancing to music in his headphones in the background."
20540,130,63,finn,  Meatloaf? That's my favorite dish.,
20542,130,65,finn,  What did you do to it?,
20544,130,67,finn,"  Okay, well, you're really terrible at this. ",Finn grabs a bite of meatloaf and holds it up to his mouth. Jake snatches it up before he can eat it. BMO dances in the background.
20546,130,69,finn,"  Oh, that's just mean.",
20548,130,71,finn,"  Nah, I'm good.",
20550,130,73,finn,"  Jake, it's my special occasion phone! Someone's calling me to tell me about a special occasion.",
20552,130,75,finn,"  So can you walk me over there? I wanna see who it is! ,  Oh, it's Flame Princess. ,  I'll talk to her later. I don't want you embarrassing me or, uh, anything.","Jake walks Finn over. Finn looks at the back of the phone., laughs"
20554,130,77,finn,"  Jake! Seriously, don't do this!",
20556,130,79,finn,"  No, absolutely not.",
20560,130,83,finn,  What?,
20565,130,88,finn,"["" Jake, whatever you're about to do, please don't do it.""]",whispering to Jake
20581,130,104,finn,  I will!,
20600,130,123,finn,"  So, what are we doing, bro? ",Finn shoes start to melt to the ground.
20603,130,126,finn,  Fire Wolves? That's your plan? Please.,
20607,130,130,finn,"  Eh, whatev.",
20609,130,132,finn,  Hmm. Looks hot.,
20611,130,134,finn,"  I'm ready, bro! Bring it! You're nothin', lava! You're a bum! I can handle you!",
20613,130,136,finn,[' Never!'],yells
20615,130,138,finn,"  Bring it! Yeah, baby, feels good, love it, lovin' that heat on my skull!",
20617,130,140,finn,"  Oh, yeah, give it to me!",
20621,130,144,finn,  What happened? You robbed me of the win!,
20623,130,146,finn,  Yeah boy! In yo' face!,
20632,130,155,finn,[' No!'],screaming
20637,131,4,finn,  BMO?,
20641,131,8,finn,"  BMO, are you okay?",
20644,131,11,finn,  Come on BMO. We got to get you to the hospital or whatevs.,
20646,131,13,finn, The MO Factory?,
20650,131,17,finn," Tears in the oven? ,  But memories are real, real cruc'","gloomy sounds, ial"
20654,131,21,finn,"  Hey BMO, check this out, too! ,  Meet FMO.","Finn puts his backpack on BMO's arms. He pulls his arms into his sleeves and pulls his shirt up over his head and over BMO's legs, making it seem like Finn has BMO for a head."
20660,131,27,finn,  And I'm FMO!,
20662,131,29,finn,"  Yes, absolutely. Thanks, DMO. I busted my core system drivers, and now I need new ones.",
20665,131,32,finn,"  Oh, right, right. Uh, right. I mean, no. I'm just here for the... nostalgic purposes.",
20669,131,36,finn,  Wup!,
20678,131,45,finn,"  I know, I heard!",
20683,131,50,finn,"  None of these ports fit right! E, D, C, where's the B port?!",
20703,131,70,finn,"[' BMO, how are you doing?']",whispering:
20711,131,78,finn,"  Down, right, left, down, corkscrew, down. ,  Down, right, left, down, corkscrew, down.",memorizing it:
20713,131,80,finn,  Psych! ,"Finn, Jake, and BMO start running away."
20716,131,83,finn,  Down that grate!,
20721,131,88,finn,"  Hang in there, BMO!",
20723,131,90,finn,"  Hey, Jake! Can this thing go any fast-",
20725,131,92,finn,"  Woah! Shoot, it's the fuzz!",
20729,131,96,finn,  Holy-,
20731,131,98,finn,"  Uh, turn right!",
